;ESTACAO;DATA (YYYY-MM-DD);rain_max;rad_max;temp_avg;temp_max;temp_min;hum_max;hum_min;wind_max;wind_avg
3058735;A652;2025-01-28;0.0;3131.0;26.05;29.8;23.8;;;4.4;1.5708333333333335
3058736;A652;2025-01-29;3.2;3783.3;26.554166666666664;33.4;24.1;;;5.1;1.4958333333333331
3058737;A652;2025-01-30;0.2;1768.0;26.229166666666668;30.0;23.9;;;8.7;1.525
3058738;A652;2025-01-31;16.2;2153.3;25.575;29.4;22.3;;;11.5;2.1375
3058739;A652;2025-02-01;0.0;2402.3;26.325;30.7;23.0;;;6.0;1.5875
3058740;A652;2025-02-02;0.0;3744.9;26.808333333333334;33.1;23.0;;;8.3;1.5458333333333334
3058741;A652;2025-02-03;0.0;3804.2;26.604166666666668;31.0;24.3;;;7.2;1.9041666666666668
3058742;A652;2025-02-04;0.0;3785.2;26.33333333333333;30.9;24.3;;;10.4;2.216666666666667
3058743;A652;2025-02-05;0.0;3885.9;26.925;30.5;24.9;;;8.2;2.183333333333333
3058744;A652;2025-02-06;0.0;3749.9;27.541666666666668;32.9;25.0;;;5.9;1.7208333333333332
3058745;A652;2025-02-07;0.0;3803.2;27.29583333333333;33.1;24.7;;;3.9;1.2791666666666666
3058746;A652;2025-02-08;0.0;3767.0;26.8;31.5;23.8;;;5.7;1.8833333333333333
3058747;A652;2025-02-09;0.0;3767.6;27.1375;33.2;24.6;;;10.7;3.020833333333333
3058748;A652;2025-02-10;0.0;3875.6;26.304166666666664;32.6;24.0;;;7.8;2.4916666666666667
3058749;A652;2025-02-11;0.0;3854.3;25.54583333333333;28.6;23.1;;;8.1;2.1041666666666665
3058750;A652;2025-02-12;0.0;3666.5;26.475;34.7;22.5;;;10.4;1.9458333333333333
3058751;A652;2025-02-13;0.0;3737.3;27.445833333333336;30.9;23.5;;;5.2;1.45
3058752;A652;2025-02-14;0.0;3713.7;25.7;29.7;22.4;;;7.5;1.8916666666666664
3058753;A652;2025-02-15;0.0;3700.1;26.58333333333333;32.0;24.1;;;3.9;1.4666666666666668
3058754;A652;2025-02-16;0.0;3789.6;26.96666666666667;32.2;24.8;;;5.5;1.9666666666666668
3058755;A652;2025-02-17;0.0;3786.7;30.195833333333336;38.6;25.5;;;6.8;1.9291666666666665
3058756;A652;2025-02-18;0.0;3678.4;28.39583333333333;36.3;23.9;;;7.2;1.6625
3058757;A652;2025-02-19;0.0;3678.9;26.616666666666664;32.9;23.5;;;9.6;2.5416666666666665
3058758;A652;2025-02-20;0.0;3733.9;27.6125;31.9;25.4;;;5.6;1.6166666666666665
3058759;A652;2025-02-21;0.0;3594.1;27.96666666666667;32.8;25.5;;;8.0;1.7208333333333332
3058760;A652;2025-02-22;0.0;3666.7;28.266666666666666;33.8;25.9;;;5.8;1.9708333333333328
3058761;A652;2025-02-23;0.0;3629.7;27.84583333333333;33.8;25.8;;;11.5;2.595833333333333
3058762;A652;2025-02-24;0.0;3701.0;26.445833333333336;31.7;23.9;;;14.0;2.708333333333333
3058763;A652;2025-02-25;0.0;3677.8;25.308333333333334;29.8;22.5;;;12.4;2.245833333333333
3058764;A652;2025-02-26;0.0;3732.1;24.45;28.2;21.3;;;7.3;1.9
3058765;A652;2025-02-27;0.0;3637.7;24.4;30.1;21.1;;;15.1;1.7541666666666669
3058766;A652;2025-02-28;0.0;3658.5;23.70833333333333;28.9;20.2;;;8.8;2.1416666666666666
3058767;A652;2025-03-01;0.0;3629.2;23.84583333333333;29.3;20.6;;;10.4;2.4375
3058768;A652;2025-03-02;0.0;3647.9;24.71666666666667;29.9;20.5;;;10.6;2.4291666666666667
3058769;A652;2025-03-03;0.0;3633.1;23.35833333333333;27.3;20.0;;;11.5;2.2333333333333334
3058770;A652;2025-03-04;0.0;3372.7;23.8375;27.0;20.8;;;11.2;2.404166666666667
3058771;A652;2025-03-05;0.0;3551.7;23.929166666666664;28.0;20.0;;;10.8;1.9583333333333333
3058772;A652;2025-03-06;0.0;3586.5;24.47083333333333;29.4;21.0;;;9.9;1.4083333333333332
3058773;A652;2025-03-07;0.0;3182.4;23.875;25.9;20.5;;;5.0;1.7333333333333334
3058774;A652;2025-03-08;0.0;3551.5;24.35;28.9;20.8;;;4.5;1.5333333333333332
3058775;A652;2025-03-09;0.0;3539.3;25.016666666666666;27.8;22.1;;;5.7;1.5375
3058776;A652;2025-03-10;0.0;3511.7;23.47083333333333;24.9;22.1;;;8.7;2.575
3058777;A652;2025-03-11;0.0;3401.6;24.8875;29.4;22.1;;;5.5;1.2208333333333334
3058778;A652;2025-03-12;1.2;3451.7;25.15;29.4;22.7;;;12.4;1.4125
3058779;A652;2025-03-13;0.4;3330.0;25.004166666666663;28.4;23.3;;;8.0;1.5375
3058780;A652;2025-03-14;1.8;3331.4;25.054166666666664;28.6;23.3;;;8.0;1.7791666666666668
3058781;A652;2025-03-15;0.0;3087.8;25.075;27.2;23.8;;;7.7;2.029166666666667
3058782;A652;2025-03-16;0.0;2546.6;25.991666666666664;30.2;24.2;;;3.3;1.1291666666666669
3058783;A652;2025-03-17;3.0;1349.9;24.4625;25.7;23.1;;;4.6;1.2083333333333333
3058784;A652;2025-03-18;0.0;3509.9;25.20833333333333;30.4;22.8;;;5.0;1.3875
3058785;A652;2025-03-19;2.2;2763.5;24.375;27.4;22.7;;;9.8;1.9208333333333332
3058786;A652;2025-03-20;26.0;1637.9;22.804166666666664;24.5;21.3;;;7.5;1.6458333333333333
3058787;A652;2025-03-21;0.0;3175.1;24.329166666666666;27.4;22.2;;;5.0;1.3
3058788;A652;2025-03-22;0.0;3467.0;25.3125;30.3;22.6;;;8.0;2.191666666666667
3058789;A652;2025-03-23;0.0;3403.1;25.525;30.5;23.6;;;9.3;2.670833333333333
3058790;A652;2025-03-24;0.2;1439.6;24.683333333333334;26.9;23.7;;;5.5;1.2416666666666667
3058791;A652;2025-03-25;0.0;3226.2;25.304166666666664;28.3;22.9;;;6.5;1.4375
3058792;A652;2025-03-26;0.0;3214.1;25.541666666666668;28.7;23.6;;;5.8;1.6291666666666669
3058793;A652;2025-03-27;0.0;3356.9;25.77083333333333;28.9;23.7;;;5.6;1.7708333333333333
3058794;A652;2025-03-28;0.0;3350.9;26.058333333333334;30.6;24.1;;;6.3;2.5375
3058795;A652;2025-03-29;0.0;3329.0;25.754166666666663;30.3;23.5;;;6.1;1.9
3058796;A652;2025-03-30;0.0;3216.3;25.425;29.7;23.5;;;5.8;1.5375
3058797;A652;2025-03-31;0.0;1858.7;25.229166666666668;27.9;23.8;;;5.8;1.3458333333333332
3058798;A652;2025-04-01;0.0;3140.9;26.016666666666666;30.1;24.2;;;7.3;1.3083333333333331
3058799;A652;2025-04-02;0.0;3241.1;25.58333333333333;28.0;23.7;;;6.4;1.925
3058800;A652;2025-04-03;0.0;2981.6;27.133333333333336;33.3;24.9;;;5.6;1.6166666666666665
3058801;A652;2025-04-04;2.8;2872.8;26.191666666666663;29.2;22.7;;;13.5;1.9541666666666664
3058802;A652;2025-04-05;22.8;523.7;22.90833333333333;24.1;20.8;;;15.5;6.658333333333334
3058803;A652;2025-04-06;3.0;1660.4;21.504166666666663;23.5;19.9;;;11.1;1.9416666666666669
3058804;A652;2025-04-07;4.2;3206.3;22.7;26.6;19.8;;;9.6;1.8166666666666669
3058805;A652;2025-04-08;0.0;3237.4;23.441666666666663;27.1;21.0;;;10.2;2.85
3058806;A652;2025-04-09;0.0;3128.9;24.47083333333333;29.5;21.9;;;7.7;1.6208333333333331
3058807;A652;2025-04-10;7.8;2451.0;23.8125;27.4;20.7;;;17.9;2.1125000000000003
3058808;A652;2025-04-11;0.2;3234.9;23.229166666666668;26.5;21.0;;;7.1;1.3291666666666666
3058809;A652;2025-04-12;0.0;3146.1;23.96666666666667;27.3;22.2;;;8.6;2.2333333333333334
3058810;A652;2025-04-13;0.0;2897.9;23.575;27.0;21.9;;;9.3;2.1125000000000003
3058811;A652;2025-04-14;1.2;2769.8;23.058333333333334;24.8;21.4;;;13.5;2.6333333333333333
3058812;A652;2025-04-15;0.2;3215.0;23.075;26.4;21.9;;;7.7;1.7333333333333334
3058813;A652;2025-04-16;0.0;1444.1;23.0375;24.6;21.6;;;12.3;1.3375
3058814;A652;2025-04-17;0.0;2995.9;23.566666666666663;26.6;21.6;;;4.0;1.0666666666666669
3058815;A652;2025-04-18;0.0;2784.6;23.8375;27.4;22.3;;;4.5;1.1375
3058816;A652;2025-04-19;0.0;2948.5;24.7375;28.5;22.7;;;5.3;1.6875
3058817;A652;2025-04-20;2.6;2730.0;23.48333333333333;26.2;21.7;;;12.4;2.254166666666667
3058818;A652;2025-04-21;7.0;1688.0;21.60833333333333;23.4;19.8;;;9.9;1.8833333333333333
3058819;A652;2025-04-22;0.0;2086.0;21.991666666666664;25.0;19.8;;;7.3;1.1541666666666666
3058820;A652;2025-04-23;0.0;2900.1;22.90833333333333;26.4;20.8;;;11.6;2.9166666666666665
3058821;A652;2025-04-24;0.0;2808.4;23.52083333333333;26.8;21.6;;;10.6;1.75
3058822;A652;2025-04-25;4.0;606.7;22.495833333333334;23.8;20.8;;;14.5;3.266666666666667
3058823;A652;2025-04-26;0.0;2389.2;22.804166666666664;26.5;20.9;;;10.6;2.8000000000000003
3058824;A652;2025-04-27;0.0;2592.8;23.570833333333336;27.7;21.8;;;9.1;2.175
3058825;A652;2025-04-28;0.0;2826.3;24.09583333333333;28.0;22.2;;;8.5;1.4041666666666668
3058826;A652;2025-04-29;12.4;669.1;21.745833333333334;23.6;20.0;;;10.7;1.9041666666666668
3058827;A652;2025-04-30;0.0;2982.0;22.316666666666663;24.5;20.9;;;7.1;1.6083333333333334
3058828;A652;2025-05-01;0.0;2720.0;21.7875;24.4;20.2;;;5.5;1.5375
3058829;A652;2025-05-02;0.0;2844.8;22.27916666666667;26.4;19.9;;;8.4;2.533333333333333
3058830;A652;2025-05-03;0.0;2835.9;22.508333333333336;26.7;20.3;;;10.2;2.8791666666666664
3058831;A652;2025-05-04;0.0;2844.7;22.14583333333333;25.2;20.2;;;8.6;1.8125
3058832;A652;2025-05-05;0.0;2823.3;22.5375;25.1;20.8;;;6.7;1.575
3058833;A652;2025-05-06;0.0;2772.5;23.179166666666664;28.0;20.6;;;8.7;2.591666666666667
3058834;A652;2025-05-07;0.0;2740.1;23.65;28.2;22.1;;;6.7;2.0708333333333333
3058835;A652;2025-05-08;0.0;2709.2;23.566666666666663;26.5;21.6;;;6.1;1.5791666666666666
3058836;A652;2025-05-09;0.0;2609.4;26.70833333333333;32.8;22.9;;;7.9;1.9625
3058837;A652;2025-05-10;0.0;2502.5;26.954166666666666;33.2;23.0;;;13.3;2.3291666666666666
3058838;A652;2025-05-11;3.2;505.8;20.5875;23.9;18.2;;;10.9;2.091666666666667
3058839;A652;2025-05-12;0.6;2693.1;20.8125;25.4;18.4;;;6.3;1.775
3058840;A652;2025-05-13;0.0;2607.1;21.8625;26.3;20.2;;;11.3;2.9791666666666665
3058841;A652;2025-05-14;0.0;2620.0;21.65833333333333;26.1;19.6;;;8.8;2.4208333333333334
3058842;A652;2025-05-15;0.0;2715.8;21.83333333333333;26.6;19.7;;;8.7;2.520833333333333
3058843;A652;2025-05-16;0.0;2675.5;22.1375;27.2;20.2;;;10.5;2.45
3058844;A652;2025-05-17;0.0;2679.1;22.1125;26.0;20.0;;;5.6;1.3666666666666665
3058845;A652;2025-05-18;0.0;2572.8;22.541666666666668;26.3;20.2;;;4.9;1.275
3058846;A652;2025-05-19;0.0;2628.4;23.1875;27.6;21.0;;;6.5;1.6625
3058847;A652;2025-05-20;0.0;2630.2;22.941666666666663;27.8;20.0;;;5.6;1.3125
3058848;A652;2025-05-21;0.0;2497.4;22.266666666666666;25.3;20.0;;;8.9;1.55
3058849;A652;2025-05-22;0.0;2367.1;22.42083333333333;25.8;19.9;;;3.6;1.1
3058850;A652;2025-05-23;3.4;1549.6;21.7625;24.9;20.6;;;11.4;2.325
3058851;A652;2025-05-24;11.4;1399.9;21.27083333333333;23.9;19.0;;;12.3;2.904166666666667
3058852;A652;2025-05-25;0.0;2475.4;21.829166666666666;25.9;19.4;;;9.1;1.8833333333333333
3058853;A652;2025-05-26;0.0;2529.0;22.141666666666666;26.6;19.8;;;6.5;1.7208333333333332
3058854;A652;2025-05-27;0.0;2569.1;22.620833333333334;25.5;20.7;;;7.2;1.3833333333333335
3058855;A652;2025-05-28;0.0;2350.0;24.8;28.8;22.4;;;6.3;1.6416666666666666
3058856;A652;2025-05-29;0.0;1257.2;22.65;25.8;19.9;;;11.3;2.158333333333333
3058857;A652;2025-05-30;0.0;714.5;19.995833333333334;21.1;18.5;;;9.0;2.220833333333333
3058858;A652;2025-05-31;0.0;2467.1;20.554166666666667;23.4;18.9;;;2.8;0.9041666666666668
3058859;A652;2025-06-01;0.0;2239.3;21.075;22.9;19.4;;;8.0;1.8
3058860;A652;2025-06-02;0.0;1490.6;21.85;25.5;20.8;;;7.3;1.5208333333333333
3058861;A652;2025-06-03;0.0;2444.6;21.695833333333336;25.6;20.0;;;6.1;1.6166666666666665
3058862;A652;2025-06-04;0.0;2359.6;21.98333333333333;25.3;20.2;;;5.7;1.3666666666666665
3058863;A652;2025-06-05;0.0;2372.7;23.325;28.9;20.8;;;13.6;1.575
3058864;A652;2025-06-06;0.2;2462.4;22.179166666666664;25.3;21.1;;;11.1;2.3625000000000003
3058865;A652;2025-06-07;0.0;922.6;21.558333333333334;23.5;20.7;;;6.5;1.6791666666666665
3058866;A652;2025-06-08;0.0;1782.1;21.741666666666664;24.8;20.0;;;9.8;1.4875
3058867;A652;2025-06-09;2.0;749.7;20.6625;22.7;19.0;;;12.3;2.1166666666666667
3058868;A652;2025-06-10;1.0;998.9;19.675;22.0;18.6;;;10.5;2.020833333333333
3058869;A652;2025-06-11;0.4;1615.4;19.34583333333333;21.8;18.0;;;14.3;2.7583333333333333
3058870;A652;2025-06-12;12.0;1246.7;17.520833333333332;21.5;15.3;;;13.5;1.8708333333333331
3058871;A652;2025-06-13;0.0;2518.1;19.025;22.0;16.7;81.0;55.0;12.5;3.220833333333333
3058872;A652;2025-06-14;0.0;2297.0;20.166666666666668;23.8;17.8;71.0;39.0;11.1;2.1958333333333333
3058873;A652;2025-06-15;0.0;2143.7;20.966666666666665;24.5;18.4;78.0;43.0;6.1;1.6166666666666665
3058874;A652;2025-06-16;0.0;2422.0;22.2125;25.0;20.1;84.0;43.0;6.9;0.9583333333333334
3058875;A652;2025-06-17;0.0;2504.9;21.804166666666664;24.7;18.9;86.0;53.0;4.0;1.0958333333333334
3058876;A652;2025-06-18;0.0;2504.6;22.820833333333336;25.5;20.6;79.0;57.0;6.3;1.5333333333333332
3058877;A652;2025-06-19;0.0;2442.6;23.2125;25.3;20.9;81.0;54.0;8.0;1.1666666666666667
3058878;A652;2025-06-20;0.0;2427.0;23.508333333333336;27.3;20.4;82.0;46.0;5.0;1.3625
3058879;A652;2025-06-21;0.0;2400.2;24.75;31.3;21.8;81.0;28.0;14.1;2.4791666666666665
3058880;A652;2025-06-22;0.0;1888.8;21.820833333333336;24.7;20.7;90.0;49.0;8.4;1.4916666666666665
3058881;A652;2025-06-23;0.0;2299.9;25.9375;32.0;21.0;96.0;31.0;11.7;2.370833333333333
3058882;A652;2025-06-24;0.6;680.1;21.2375;26.2;16.8;90.0;52.0;18.4;4.345833333333333
3058883;A652;2025-06-25;0.2;2526.8;19.0875;21.6;16.8;85.0;45.0;10.4;2.316666666666667
3058884;A652;2025-06-26;0.0;2481.3;20.75;24.4;17.6;74.0;50.0;5.8;1.4791666666666667
3058885;A652;2025-06-27;0.0;2301.8;24.2875;27.6;22.2;85.0;38.0;8.0;1.8791666666666669
3058886;A652;2025-06-28;0.0;2266.8;22.45833333333333;25.8;21.1;91.0;73.0;8.8;1.5916666666666668
3058887;A652;2025-06-29;0.0;2492.7;24.675;31.6;20.8;89.0;30.0;7.3;1.7
3058888;A652;2025-06-30;0.0;2422.1;23.7875;27.7;21.8;89.0;43.0;13.8;2.770833333333333
3058889;A652;2025-07-01;0.0;1509.5;21.42083333333333;23.2;20.1;96.0;67.0;11.1;3.029166666666667
3058890;A652;2025-07-02;12.0;841.1;18.85833333333333;21.1;17.6;96.0;60.0;11.5;3.15
3058891;A652;2025-07-03;2.8;1406.1;18.054166666666667;20.2;16.7;96.0;68.0;9.5;1.9916666666666665
3058892;A652;2025-07-04;3.0;2431.2;18.53333333333333;20.7;16.7;96.0;60.0;17.1;3.095833333333333
3058893;A652;2025-07-05;0.0;2489.9;19.02083333333333;22.3;16.9;90.0;63.0;4.8;1.8208333333333333
3058894;A652;2025-07-06;0.0;2467.7;19.954166666666666;22.7;17.8;83.0;57.0;8.5;1.3958333333333333
3058895;A652;2025-07-07;3.0;697.9;18.95;20.9;17.3;93.0;69.0;8.2;1.4958333333333331
3058896;A652;2025-07-08;0.2;2499.9;19.841666666666665;22.0;17.7;85.0;65.0;6.1;1.2125
3058897;A652;2025-07-09;0.8;2447.1;20.416666666666668;22.1;19.3;88.0;63.0;9.5;2.583333333333333
3058898;A652;2025-07-10;0.0;2437.4;20.4375;22.4;18.7;82.0;63.0;5.7;1.6208333333333331
3058899;A652;2025-07-11;0.0;2453.2;21.316666666666663;23.8;19.4;82.0;61.0;9.0;2.2833333333333337
3058900;A652;2025-07-12;0.0;2275.8;21.675;25.1;20.3;87.0;62.0;9.0;2.2958333333333334
3058901;A652;2025-07-13;0.0;2367.7;21.104166666666668;24.3;18.9;88.0;51.0;10.0;2.6041666666666665
3058902;A652;2025-07-14;0.0;2569.1;20.77083333333333;23.9;18.6;84.0;56.0;6.9;1.85
3058903;A652;2025-07-15;0.0;1825.7;20.391666666666666;22.6;19.0;83.0;70.0;7.1;1.3791666666666669
3058904;A652;2025-07-16;0.0;2632.3;19.95;23.7;17.6;85.0;61.0;5.0;1.5833333333333333
3058905;A652;2025-07-17;0.0;2514.0;20.933333333333334;24.1;18.2;91.0;51.0;6.0;1.8375
3058906;A652;2025-07-18;0.0;2496.9;23.725;31.1;20.6;82.0;27.0;14.5;2.525
3058907;A652;2025-07-19;0.0;2632.1;20.579166666666666;22.9;18.7;92.0;52.0;12.5;3.4125
3058908;A652;2025-07-20;0.0;1390.3;20.329166666666666;23.3;18.0;79.0;59.0;7.3;1.4375
3058909;A652;2025-07-21;0.0;2547.9;20.829166666666666;24.6;18.9;85.0;60.0;6.5;1.9
3058910;A652;2025-07-22;0.0;2340.2;21.416666666666668;23.9;19.3;84.0;66.0;5.2;1.1791666666666667
3058911;A652;2025-07-23;0.0;2320.8;21.629166666666663;23.2;20.1;94.0;71.0;10.7;3.0708333333333333
3058912;A652;2025-07-24;1.6;343.9;20.183333333333334;21.4;18.9;96.0;74.0;8.2;1.7416666666666665
3058913;A652;2025-07-25;9.4;2120.0;20.741666666666667;23.5;19.5;96.0;72.0;15.3;4.0
3058914;A652;2025-07-26;2.2;2632.4;20.55;23.3;18.5;96.0;65.0;14.5;1.9
3058915;A652;2025-07-27;0.0;2704.8;22.120833333333334;27.7;19.2;91.0;47.0;5.8;1.5791666666666666
3058916;A652;2025-07-28;0.0;1615.4;25.9;30.5;23.4;74.0;30.0;17.0;2.2583333333333333
3058917;A652;2025-07-29;0.0;575.6;21.65416666666667;30.1;19.3;77.0;31.0;16.5;5.008333333333334
3058918;A652;2025-07-30;0.0;2833.1;19.254166666666663;21.0;18.1;68.0;51.0;13.1;4.2250000000000005
3058919;A652;2025-07-31;0.0;1470.4;19.070833333333333;21.7;17.5;78.0;58.0;9.1;1.6
3058920;A652;2025-08-01;0.0;2790.0;20.133333333333333;22.9;17.7;77.0;55.0;13.0;2.7416666666666667
3058921;A652;2025-08-02;0.0;2845.3;20.579166666666666;23.3;17.6;85.0;57.0;8.1;2.0875
3058922;A652;2025-08-03;0.0;2829.1;21.8875;26.5;19.3;81.0;36.0;6.6;1.8125
3058923;A652;2025-08-04;0.0;2424.3;22.4625;26.3;20.1;91.0;42.0;8.8;1.7375
3058924;A652;2025-08-05;0.0;1314.8;21.025;22.9;19.8;86.0;69.0;8.0;1.9208333333333332
3058925;A652;2025-08-06;0.0;2787.1;21.42083333333333;23.8;20.1;89.0;69.0;7.4;1.8458333333333328
3058926;A652;2025-08-07;0.0;2620.3;21.09583333333333;24.0;19.3;90.0;71.0;5.5;1.7375
3058927;A652;2025-08-08;4.0;2705.0;22.004166666666663;25.9;19.5;92.0;61.0;22.4;1.9208333333333332
3058928;A652;2025-08-09;1.6;719.9;20.079166666666666;21.9;17.9;92.0;69.0;14.0;3.3625000000000003
3058929;A652;2025-08-10;0.8;2849.2;19.216666666666665;21.4;17.0;96.0;56.0;17.2;5.2875000000000005
3058930;A652;2025-08-11;2.2;2513.9;19.754166666666663;22.0;16.9;89.0;58.0;12.0;4.229166666666667
3058931;A652;2025-08-12;1.4;2817.3;19.316666666666663;21.8;16.6;90.0;63.0;8.4;2.120833333333333
3058932;A652;2025-08-13;0.0;2962.4;20.175;22.8;18.0;86.0;62.0;8.4;2.2583333333333333
3058933;A652;2025-08-14;0.0;2288.1;20.67391304347826;22.9;18.8;85.0;65.0;10.5;2.391304347826087
3058934;A652;2025-08-15;0.0;1528.0;20.741666666666667;23.0;19.8;84.0;67.0;8.0;2.591666666666667
3058935;A652;2025-08-16;2.2;2474.9;20.575;23.5;18.8;89.0;65.0;11.6;4.125
3058936;A652;2025-08-17;0.0;2874.5;20.820833333333333;24.3;18.5;84.0;64.0;9.6;2.595833333333333
3058937;A652;2025-08-18;0.0;2952.9;21.23333333333333;24.6;19.3;87.0;67.0;12.0;3.2625
3058938;A652;2025-08-19;0.0;2976.4;20.929166666666667;23.4;18.9;80.0;66.0;14.5;3.925
3058939;A652;2025-08-20;0.0;3009.3;22.054166666666664;25.1;19.7;82.0;59.0;7.5;2.283333333333333
3058940;A652;2025-08-21;0.0;2773.1;23.991304347826084;27.5;21.9;88.0;53.0;6.7;1.382608695652174
3058941;A652;2025-08-22;0.0;2965.5;23.275;25.6;20.7;96.0;64.0;6.9;1.9041666666666668
3058942;A652;2025-08-23;0.0;2999.9;25.508333333333336;30.6;22.1;74.0;35.0;8.4;2.1125000000000003
3058943;A652;2025-08-24;0.0;3017.1;23.9125;28.9;21.6;91.0;41.0;17.9;3.625
3058944;A652;2025-08-25;0.0;2964.4;22.579166666666666;26.2;21.0;96.0;70.0;7.9;1.825
3058945;A652;2025-08-26;0.0;2873.0;21.96666666666667;23.7;20.9;96.0;79.0;8.4;2.5416666666666665
3058946;A652;2025-08-27;0.0;3047.0;22.329166666666666;26.0;20.4;96.0;62.0;7.3;1.9625
3058947;A652;2025-08-28;0.0;2958.7;22.625;26.8;21.0;91.0;65.0;6.5;1.7125
3058948;A652;2025-08-29;0.0;2787.1;22.960869565217397;26.5;21.6;93.0;66.0;10.2;2.747826086956522
3058949;A652;2025-08-30;1.8;2426.5;21.945833333333336;26.7;19.8;96.0;64.0;9.1;2.5
3058950;A652;2025-08-31;0.0;2540.6;22.23913043478261;25.6;20.2;88.0;66.0;12.6;4.213043478260869
